writing_id,sentence_id,text,expected,annotation,tokenize,word_length,no_edit
174,15,ก:พอคุณทำงานเสร็จ คุณก็ช่วยทำงานต่อกับฉันได้ไหม,ก : พอคุณทำงานเสร็จ คุณช่วยทำงานต่อกับฉันได้ไหม,ก{=> :::Punctuation}:{=> :::Punctuation}พอคุณทำงานเสร็จ คุณ{ก็=>:::Fluency}ช่วยทำงานต่อกับฉันได้ไหม,"['ก', ':', 'พอ', 'คุณ', 'ทำงาน', 'เสร็จ', ' ', 'คุณ', 'ก็', 'ช่วย', 'ทำงานต่อ', 'กับ', 'ฉัน', 'ได้', 'ไหม']",15,0
263,15,ความรู้สึก แบบนี้คงจะมีอิทธิพลที่ดีต่อธนาคารในอนาคต,ความรู้สึกนี้คงจะมีอิทธิพลที่ดีต่อธนาคารในอนาคต,ความรู้สึก{ =>:::Punctuation}{แบบนี้=>นี้:::Fluency}คงจะมีอิทธิพลที่ดีต่อธนาคารในอนาคต,"['ความรู้สึก', ' ', 'แบบนี้', 'คงจะ', 'มีอิทธิพล', 'ที่', 'ดี', 'ต่อ', 'ธนาคาร', 'ในอนาคต']",10,0
6,0,มูลค่าของศาสนาต่างๆ คนเมรัยเป็นนักเรียนละครจากประเทศอเมรีกา,มูลค่าของศาสนาต่างๆ คุณเมรัยเป็นนักเรียนด้านการละครจากประเทศอเมริกา,มูลค่าของศาสนาต่างๆ {คน=>คุณ:::Fluency}เมรัยเป็นนักเรียน{=>ด้านการ:::Grammar}ละครจากประเทศ{อเมรีกา=>อเมริกา:::Spelling},"['มูลค่า', 'ของ', 'ศาสนา', 'ต่างๆ', ' ', 'คน', 'เมรัย', 'เป็น', 'นักเรียน', 'ละคร', 'จาก', 'ประ', 'เท', 'ศอ', 'เม', 'รี', 'กา']",17,0
1,7,จะได้เดินไปข้างนอก ชมความสวยงามของธรรมชาติ,ได้มีเวลาออกไปเดินเล่นข้างนอก ชมความสวยงามของธรรมชาติ,{จะ=>:::Fluency}ได้{=>มีเวลาออกไป:::Fluency}{เดิน=>เดินเล่น:::Fluency}{ไป=>:::Fluency}ข้างนอก ชมความสวยงามของธรรมชาติ,"['จะ', 'ได้', 'เดิน', 'ไป', 'ข้างนอก', ' ', 'ชม', 'ความสวยงาม', 'ของ', 'ธรรมชาติ']",10,0
234,12,ถ้า สูญเสียน้ำไปคัปปะก็จะอ่อนแรงลงอย่างมากถึงขนาดที่,ถ้าสูญเสียน้ำไป คัปปะก็จะอ่อนแรงลงอย่างมากถึงขนาดที่,ถ้า{ =>:::Punctuation}สูญเสียน้ำไป{=> :::Punctuation}คัปปะก็จะอ่อนแรงลงอย่างมากถึงขนาดที่,"['ถ้า', ' ', 'สูญเสีย', 'น้ำ', 'ไป', 'คัป', 'ปะ', 'ก็', 'จะ', 'อ่อนแรง', 'ลง', 'อย่าง', 'มาก', 'ถึง', 'ขนาดที่']",15,0
247,4,ในวันตรุษจีนคนจีนจะทำความสะอาดทั้งบ้าน,ในวันตรุษจีน คนจีนจะทำความสะอาดทั้งบ้าน,ในวันตรุษจีน{=> :::Punctuation}คนจีนจะทำความสะอาดทั้งบ้าน,"['ใน', 'วัน', 'ตรุษจีน', 'คนจีน', 'จะ', 'ทำความสะอาด', 'ทั้ง', 'บ้าน']",8,0
35,12,อย่างไรก็ตามความสำเร็จหรือความล้มเหลวเป็นแค่ผลไม่ใช่สิ่งสำคัญที่ใด,อย่างไรก็ตาม ความสำเร็จหรือความล้มเหลวเป็นแค่ผลลัพธ์ ไม่ใช่สิ่งสำคัญที่สุด,อย่างไรก็ตาม{=> :::Punctuation}ความสำเร็จหรือความล้มเหลวเป็นแค่{ผล=>ผลลัพธ์:::Fluency}{=> :::Punctuation}ไม่ใช่สิ่งสำคัญ{ที่ใด=>ที่สุด:::Spelling},"['อย่างไรก็ตาม', 'ความสำเร็จ', 'หรือ', 'ความล้มเหลว', 'เป็น', 'แค่', 'ผล', 'ไม่', 'ใช่', 'สิ่ง', 'สำคัญ', 'ที่ใด']",12,0
95,2,ญาติของฉันเก่งเรื่องการทดลองวิทยาศาสตร์,ญาติของฉันเก่งเรื่องการทดลองวิทยาศาสตร์,ญาติของฉันเก่งเรื่องการทดลองวิทยาศาสตร์,"['ญาติ', 'ของ', 'ฉัน', 'เก่ง', 'เรื่อง', 'การทดลอง', 'วิทยาศาสตร์']",7,1
153,1,ฉันไม่เคยไปเชียงใหม่,ฉันไม่เคยไปเชียงใหม่,ฉันไม่เคยไปเชียงใหม่,"['ฉัน', 'ไม่', 'เคย', 'ไป', 'เชียงใหม่']",5,1
252,1,อย่างไรก็ตามการฉ้อโกงนี้เป็นกิจการของยากูซ่าญี่ปุ่นและในผู้เสียหายส่วนมากเป็นผู้หญิงคนชรา,อย่างไรก็ตาม การฉ้อโกงนี้เป็นกิจการของยากูซ่าญี่ปุ่นและผู้เสียหายส่วนมากเป็นหญิงคนชรา,อย่างไรก็ตาม{=> :::Punctuation}การฉ้อโกงนี้เป็นกิจการของยากูซ่าญี่ปุ่นและ{ใน=>:::Fluency}ผู้เสียหายส่วนมากเป็น{ผู้หญิงคนชรา=>หญิงคนชรา:::Fluency},"['อย่างไรก็ตาม', 'การ', 'ฉ้อโกง', 'นี้', 'เป็น', 'กิจการ', 'ของ', 'ยากูซ่า', 'ญี่ปุ่น', 'และ', 'ใน', 'ผู้เสียหาย', 'ส่วนมาก', 'เป็น', 'ผู้หญิง', 'คนชรา']",16,0
121,8,บริษัทผมจำหน่ายรถยนต์ ๒ ชนิด ได้แก่ รถกระบะ และรถบรรทุก,บริษัทผมจำหน่ายรถยนต์ ๒ ชนิด ได้แก่ รถกระบะและรถบรรทุก,,"['บริษัท', 'ผม', 'จำหน่าย', 'รถยนต์', ' ', '๒', ' ', 'ชนิด', ' ', 'ได้แก่', ' ', 'รถกระบะ', ' ', 'และ', 'รถบรรทุก']",15,0
35,21,เราก็เหมือนกับครอบครัว,เราก็เหมือนกับครอบครัว,เราก็เหมือนกับครอบครัว,"['เรา', 'ก็', 'เหมือนกับ', 'ครอบครัว']",4,1
133,9,ในหนึ่งวันก่อน วันตรุษจีน,หนึ่งวันก่อนวันตรุษจีน,,"['ใน', 'หนึ่ง', 'วันก่อน', ' ', 'วัน', 'ตรุษจีน']",6,0
18,24,สุดท้าย ผมขอขอบคุณทุกท่านอีกครั้งสำหรับทุกสิ่งในช่วงเวลาที่ผ่านมา,สุดท้าย ผมขอขอบคุณทุกท่านอีกครั้งสำหรับทุกสิ่งในช่วงเวลาที่ผ่านมา,สุดท้าย ผมขอขอบคุณทุกท่านอีกครั้งสำหรับทุกสิ่งในช่วงเวลาที่ผ่านมา,"['สุดท้าย', ' ', 'ผม', 'ขอ', 'ขอบคุณ', 'ทุกท่าน', 'อีกครั้ง', 'สำหรับ', 'ทุกสิ่ง', 'ใน', 'ช่วงเวลา', 'ที่ผ่านมา']",12,1
173,10,ลูกคงจะกินแล้ว,ลูกคงจะกินไปแล้ว,ลูกคงจะกิน{=>ไป:::Fluency}แล้ว,"['ลูก', 'คงจะ', 'กิน', 'แล้ว']",4,0
238,9,สีขาวให้ผู้หญิงเป็นการตอบแทน เรียกว่า วันสีขาว(white day) ซึ่ง เป็นธรรมเนียมที่มีเฉพาะในประเทศ,สีขาวให้ผู้หญิงเป็นการตอบแทน เรียกว่า วันสีขาว (white day) ซึ่งเป็นธรรมเนียมที่มีเฉพาะในประเทศ,สีขาวให้ผู้หญิงเป็นการตอบแทน เรียกว่า วันสีขาว{=> :::Punctuation}(white day) ซึ่ง{ =>:::Punctuation}เป็นธรรมเนียมที่มีเฉพาะในประเทศ,"['สี', 'ขาว', 'ให้', 'ผู้หญิง', 'เป็น', 'การตอบแทน', ' ', 'เรียก', 'ว่า', ' ', 'วัน', 'สี', 'ขาว', '(white', ' ', 'day', ')', ' ', 'ซึ่ง', ' ', 'เป็น', 'ธรรมเนียม', 'ที่', 'มี', 'เฉพาะ', 'ในประเทศ']",26,0
202,6,เขาเดินไม่ได้เพราะขาเขาเป็นอัมพาต เขาเป็นความจำเสื่อมก็เลยเขาถามเดียวกันซ้ำแล้วซ้ำอีก,เขาเดินไม่ได้เพราะขาเขาเป็นอัมพาต เขาเป็นความจำเสื่อม เขาก็เลยถามคำถามเดียวกันซ้ำแล้วซ้ำอีก,เขาเดินไม่ได้เพราะขาเขาเป็นอัมพาต เขาเป็นความจำเสื่อม{=> :::Punctuation}{ก็เลยเขา=>เขาก็เลย:::Grammar}ถาม{=>คำถาม:::Grammar}เดียวกันซ้ำแล้วซ้ำอีก,"['เขา', 'เดิน', 'ไม่', 'ได้', 'เพราะ', 'ขา', 'เขา', 'เป็น', 'อัมพาต', ' ', 'เขา', 'เป็น', 'ความจำเสื่อม', 'ก็', 'เลย', 'เขา', 'ถาม', 'เดียวกัน', 'ซ้ำแล้วซ้ำอีก']",19,0
28,4,คนที่อยู่ในรูปนี้ใส่เสื้อกันหนาวไว้,คนที่อยู่ในรูปนี้ใส่เสื้อกันหนาว,คนที่อยู่ในรูปนี้ใส่เสื้อกันหนาว{ไว้=>:::Fluency},"['คน', 'ที่อยู่', 'ใน', 'รูป', 'นี้', 'ใส่', 'เสื้อกันหนาว', 'ไว้']",8,0
6,20,บางครั้งเราอาจจะเห็นความเหมือนกับคนอื่น,บางครั้งเราอาจจะเห็นสื่งที่เหมือนกับคนอื่น,,"['บางครั้ง', 'เรา', 'อาจจะ', 'เห็น', 'ความ', 'เหมือนกับ', 'คนอื่น']",7,0
37,2,เมื่อเพลงนี้มาจากบทกลอนของ WAKA ในยุกเฮอังของประเทศญี่ปุ่น (ระหว่าง ค.ศ. ๗๙๔ - ๑๑๘๕ ),เพลงนี้มาจากบทกลอนของ WAKA ในยุคเฮอังของประเทศญี่ปุ่น (ระหว่าง ค.ศ. ๗๙๔ - ๑๑๘๕),{เมื่อ=>:::Grammar}เพลงนี้มาจากบทกลอนของ WAKA ใน{ยุก=>ยุค:::Spelling}เฮอังของประเทศญี่ปุ่น (ระหว่าง ค.ศ. ๗๙๔ - ๑๑๘๕ ),"['เมื่อ', 'เพลง', 'นี้', 'มาจาก', 'บทกลอน', 'ของ', ' ', 'WAKA', ' ', 'ใน', 'ยุ', 'ก', 'เฮ', 'อัง', 'ของ', 'ประเทศ', 'ญี่ปุ่น', ' ', '(', 'ระหว่าง', ' ', 'ค.ศ.', ' ', '๗๙๔', ' ', '-', ' ', '๑๑๘๕', ' ', ')']",30,0
257,4,ที่ สุด และ กลางคืนยาวที่สุด,ที่สุดและกลางคืนยาวที่สุด,ที่{ =>:::Punctuation}สุด{ =>:::Punctuation}และ{ =>:::Punctuation}กลางคืนยาวที่สุด,"['ที่', ' ', 'สุด', ' ', 'และ', ' ', 'กลางคืน', 'ยาว', 'ที่สุด']",9,0
314,15,ถ้าเขาตื่น เราก็หยุดทำและเป็นเงียบ,ถ้าเขาตื่น เราก็แค่หยุด และทำเป็นเงียบ,ถ้าเขาตื่น เราก็แค่หยุด{=> :::Punctuation}และ{=>ทำ:::Fluency}เป็นเงียบ,"['ถ้า', 'เขา', 'ตื่น', ' ', 'เรา', 'ก็', 'หยุด', 'ทำ', 'และ', 'เป็น', 'เงียบ']",11,0
230,15,เขาไม่สบายประมาณหนึ่งเดือน Paj รอทุกวันแต่ Xiong,เขาก็ไม่สบายประมาณหนึ่งเดือน Paj รอทุกวันแต่ Xiong,เขา{=>ก็:::Fluency}ไม่สบายประมาณหนึ่งเดือน Paj รอทุกวันแต่ Xiong,"['เขา', 'ไม่', 'สบาย', 'ประมาณ', 'หนึ่ง', 'เดือน', ' ', 'Paj', ' ', 'รอ', 'ทุกวัน', 'แต่', ' ', 'Xiong']",14,0
125,0,ผมยังไม่เก่งภาษาไทย,ผมยังไม่เก่งภาษาไทย,ผมยังไม่เก่งภาษาไทย,"['ผม', 'ยัง', 'ไม่', 'เก่ง', 'ภาษาไทย']",5,1
26,13,มีหนังสือหนึ่งที่เรียกว่า The secret เคยกล่าวถึง Law of Attraction นี่บอกว่าเราต้องปรับจังหวะเราให้เหมือนกับจังหวะของโลก,มีหนังสือเล่มหนึ่งชื่อว่า The secret เคยกล่าวถึง Law of Attraction ที่บอกว่าเราต้องปรับจังหวะของเราให้เหมือนกับจังหวะของโลก,มีหนังสือ{=>เล่ม:::Grammar}หนึ่งที่{เรียกว่า=>ชื่อว่า:::Fluency} The secret เคยกล่าวถึง Law of Attraction {นี่=>ที่:::Fluency}บอกว่าเราต้องปรับจังหวะ{=>ของ:::Fluency}เราให้เหมือนกับจังหวะของโลก,"['มี', 'หนังสือ', 'หนึ่ง', 'ที่', 'เรียก', 'ว่า', ' ', 'The', ' ', 'secret', ' ', 'เคย', 'กล่าวถึง', ' ', 'Law', ' ', 'of', ' ', 'Attraction', ' ', 'นี่', 'บอ', 'กว่า', 'เรา', 'ต้อง', 'ปรับ', 'จังหวะ', 'เรา', 'ให้', 'เหมือนกับ', 'จังหวะ', 'ของ', 'โลก']",33,0
96,8,ในเกาหลีมีปัญหาเรื่องพ่อแม่มีหนี้เยอะแต่รายได้ไม่มี,ในเกาหลีมีปัญหาเรื่องพ่อแม่มีหนี้เยอะแต่ไม่มีรายได้,ในเกาหลีมีปัญหาเรื่องพ่อแม่มีหนี้เยอะแต่,"['ใน', 'เกาหลี', 'มีปัญหา', 'เรื่อง', 'พ่อแม่', 'มี', 'หนี้', 'เยอะ', 'แต่', 'รายได้', 'ไม่', 'มี']",12,0
132,14,ห้ามรับเงิน สินบน ถ้ารับ ต้องถูกลงโทษอย่างรุนแรง,ห้ามรับเงินสินบน ถ้ารับต้องถูกลงโทษอย่างรุนแรง,,"['ห้าม', 'รับเงิน', ' ', 'สินบน', ' ', 'ถ้า', 'รับ', ' ', 'ต้อง', 'ถูก', 'ลงโทษ', 'อย่าง', 'รุนแรง']",13,0
247,7,จะให้อั่งเปาเด็ก,จะให้อั่งเปาเด็ก,จะให้อั่งเปาเด็ก,"['จะ', 'ให้', 'อั่งเปา', 'เด็ก']",4,1
270,7,แต่บางคนเข้าใจผิดว่าต้องเอาอาหารสดหรืออาหารแช่แข็งมา เพราะอาหารแบบนั้นก็เก็บไว้ยากและกลายจะเป็นขยะอย่างรวดเร็ว,บางคนจะเข้าใจผิดว่าต้องเอาอาหารสดหรืออาหารแช่แข็งมา แต่อาหารแบบนั้นเก็บได้ยาก และจะกลายเป็นขยะอย่างรวดเร็ว,{แต่=>:::Fluency}บางคน{=>จะ:::Fluency}เข้าใจผิดว่าต้องเอาอาหารสดหรืออาหารแช่แข็งมา {เพราะ=>แต่:::Grammar}อาหารแบบนั้น{ก็=>:::Fluency}เก็บ{ไว้=>ได้:::Fluency}ยาก{=> :::Punctuation}และ{กลายจะ=>จะกลาย:::Grammar}เป็นขยะอย่างรวดเร็ว,"['แต่', 'บางคน', 'เข้าใจผิด', 'ว่า', 'ต้อง', 'เอา', 'อาหารสด', 'หรือ', 'อาหาร', 'แช่แข็ง', 'มา', ' ', 'เพราะ', 'อาหาร', 'แบบ', 'นั้น', 'ก็', 'เก็บ', 'ไว้', 'ยาก', 'และ', 'กลาย', 'จะ', 'เป็น', 'ขยะ', 'อย่าง', 'รวดเร็ว']",27,0
94,1,นักเรียนไทย 5 ปกตินอนดึก เพราะฉะนั้น นักเรียนจึงมาเรียนสายทุกวัน,ปกตินักเรียนไทย 5 คนนอนดึก เพราะฉะนั้นนักเรียนจึงมาเรียนสายทุกวัน,นักเรียนจึงมาเรียนสายทุกวัน,"['นักเรียน', 'ไทย', ' ', '5', ' ', 'ปกติ', 'นอน', 'ดึก', ' ', 'เพราะฉะนั้น', ' ', 'นักเรียน', 'จึง', 'มา', 'เรียน', 'สาย', 'ทุกวัน']",17,0
177,5,สะอาดก็ไม่สะอาด,สะอาดก็ไม่สะอาด,สะอาดก็ไม่สะอาด,"['สะอาด', 'ก็', 'ไม่', 'สะอาด']",4,1
187,8,วันนี้ผมไม่สบาย,วันนี้ผมไม่สบาย,วันนี้ผมไม่สบาย,"['วันนี้', 'ผม', 'ไม่', 'สบาย']",4,1
362,10,จากนี้ต่อไปเราต้องการตอบแทนบุญคุณ,จากนี้ต่อไปเราต้องการตอบแทนบุญคุณ,จากนี้ต่อไปเราต้องการตอบแทนบุญคุณ,"['จากนี้', 'ต่อไป', 'เรา', 'ต้อง', 'การตอบแทน', 'บุญคุณ']",6,1
363,4,เขาอายุ๔๐ปีแล้วแต่ป่านนี้ยังไม่ได้ทำงาน,เขาอายุ ๔๐ ปีแล้ว แต่ป่านนี้ยังไม่ได้ทำงาน,เขาอายุ{=> :::Punctuation}๔๐{=> :::Punctuation}ปีแล้ว{=> :::Punctuation}แต่ป่านนี้ยังไม่ได้ทำงาน,"['เขา', 'อายุ', '๔๐', 'ปี', 'แล้วแต่', 'ป่านนี้', 'ยัง', 'ไม่', 'ได้', 'ทำงาน']",10,0
280,6,พอ ง่วงนอน ผม ก็ ไป กลับบ้าน,พอง่วงนอน ผมก็กลับบ้าน,พอ{ =>:::Punctuation}ง่วงนอน ผม{ =>:::Punctuation}ก็{ =>:::Punctuation}{ไป=>:::Fluency}{ =>:::Punctuation}กลับบ้าน,"['พอ', ' ', 'ง่วงนอน', ' ', 'ผม', ' ', 'ก็', ' ', 'ไป', ' ', 'กลับบ้าน']",11,0
18,11,เขาอาจถามต่อมาอีกว่าทำไมผมชอบประเทศไทยเท่านั้น,เขาอาจถามต่ออีกว่า ทำไมผมถึงชอบแต่ประเทศไทยเท่านั้น,เขาอาจถามต่อ{มา=>:::Fluency}อีกว่า{=> :::Punctuation}ทำไมผม{=>ถึง:::Fluency}ชอบ{=>แต่:::Fluency}ประเทศไทยเท่านั้น,"['เขา', 'อาจ', 'ถาม', 'ต่อมา', 'อี', 'กว่า', 'ทำไม', 'ผม', 'ชอบ', 'ประเทศ', 'ไทย', 'เท่านั้น']",12,0
174,8,ฉันจะไปบ้านเธอด้วยรถไฟฟ้าหรือไม่ก็นั่งแท็กซี่ถ้ารถไม่ติด,ฉันจะไปบ้านเธอโดยรถไฟฟ้า หรือไม่ก็นั่งแท็กซี่ถ้ารถไม่ติด,ฉันจะไปบ้านเธอ{ด้วย=>โดย:::Fluency}รถไฟฟ้า{=> :::Punctuation}หรือไม่ก็นั่งแท็กซี่ถ้ารถไม่ติด,"['ฉัน', 'จะ', 'ไป', 'บ้าน', 'เธอ', 'ด้วย', 'รถไฟฟ้า', 'หรือไม่', 'ก็', 'นั่ง', 'แท็กซี่', 'ถ้า', 'รถ', 'ไม่', 'ติด']",15,0
223,12,มีไฟ ประดับตบแต่งบ้าน และ ต้นคริสต์มาสอย่างสวยงาม,มีไฟประดับตบแต่งบ้านและต้นคริสต์มาสอย่างสวยงาม,มีไฟ{ =>:::Punctuation}ประดับตบแต่งบ้าน{ =>:::Punctuation}และ{ =>:::Punctuation}ต้นคริสต์มาสอย่างสวยงาม,"['มี', 'ไฟ', ' ', 'ประดับ', 'ตบแต่ง', 'บ้าน', ' ', 'และ', ' ', 'ต้น', 'คริสต์มาส', 'อย่าง', 'สวยงาม']",13,0
84,2,พนักงานหาว่า เงินเดือนไม่พอใช้,พนักงานหาว่า เงินเดือนไม่พอใช้,พนักงานหาว่า เงินเดือนไม่พอใช้,"['พนักงาน', 'หาว่า', ' ', 'เงินเดือน', 'ไม่', 'พอใช้']",6,1
295,1,ฉันได้กลิ่นน้ำหอมของแฟนเพราะว่าวันนี้แฟนใช้น้ำหอมไหม่,ฉันได้กลิ่นน้ำหอมของแฟน เพราะว่าวันนี้แฟนใช้น้ำหอมใหม่,ฉันได้กลิ่นน้ำหอมของแฟน{=> :::Punctuation}เพราะว่าวันนี้แฟนใช้น้ำหอม{ไหม่=>ใหม่:::Spelling},"['ฉัน', 'ได้กลิ่น', 'น้ำหอม', 'ของ', 'แฟน', 'เพราะว่า', 'วันนี้', 'แฟน', 'ใช้', 'น้ำหอม', 'ไห', 'ม่']",12,0
84,5,เขานอนไม่หลับที่พรุ่งนี้เป็นวันลอบ,เขานอนไม่หลับเพราะพรุ่งนี้เป็นวันสอบ,เขานอนไม่หลับ{ที่=>เพราะ:::Fluency}พรุ่งนี้เป็นวัน{ลอบ=>สอบ:::Spelling},"['เขา', 'นอนไม่หลับ', 'ที่', 'พรุ่งนี้', 'เป็น', 'วัน', 'ลอบ']",7,0
8,14,หน้าที่ของภรรยา คือ (๑) จัดการงานดี (๒) สงเคราะห์คนข้างเดียงดี (๓) ไม่ประพฤตินอกใจ (๔) รักษาทรัพย์ที่สามีหามาได้,หน้าที่ของภรรยาคือ (๑) จัดการงานบ้านให้ดี (๒) ช่วยเหลือคนข้างเคียง (๓) ไม่ประพฤตินอกใจ (๔) รักษาทรัพย์ที่สามีหามาให้,หน้าที่ของภรรยา คือ (๑) จัดการงาน{=>บ้านให้:::Fluency}ดี (๒) {สงเคราะห์=>ช่วยเหลือ:::Fluency}{คนข้างเดียง=>คนข้างเคียง:::Spelling}{ดี=>:::Fluency} (๓) ไม่ประพฤตินอกใจ (๔) รักษาทรัพย์ที่สามีหามา{ได้=>ให้:::Fluency},"['หน้าที่', 'ของ', 'ภรรยา', ' ', 'คือ', ' ', '(', '๑', ')', ' ', 'จัด', 'การงาน', 'ดี', ' ', '(', '๒', ')', ' ', 'สงเคราะห์', 'คน', 'ข้าง', 'เดียง', 'ดี', ' ', '(', '๓', ')', ' ', 'ไม่', 'ประพฤติ', 'นอกใจ', ' ', '(', '๔', ')', ' ', 'รักษา', 'ทรัพย์', 'ที่', 'สามี', 'หา', 'มา', 'ได้']",43,0
22,9,สวัสดีครับ!,สวัสดีครับ!,สวัสดีครับ!,"['สวัสดี', 'ครับ', '!']",3,1
37,7,นอกจากนี้ KIMI มีความหมายว่า คนที่ชั้นสูง หรือ จักพรรดิ,นอกจากนี้ KIMI มีความหมายว่า คนชั้นสูงหรือจักพรรดิ,นอกจากนี้ KIMI มีความหมายว่า {คนที่ชั้นสูง=>คนชั้นสูง:::Fluency}{ =>:::Punctuation}หรือ{ =>:::Punctuation}จักพรรดิ,"['นอกจากนี้', ' ', 'KIMI', ' ', 'มีความหมาย', 'ว่า', ' ', 'คน', 'ที่', 'ชั้นสูง', ' ', 'หรือ', ' ', 'จัก', 'พร', 'ร', 'ดิ']",17,0
311,0,ผมว่ายน้ำเป็นตั้งแต่เด็ก,ผมว่ายน้ำเป็นตั้งแต่เด็ก,ผมว่ายน้ำเป็นตั้งแต่เด็ก,"['ผม', 'ว่ายน้ำ', 'เป็น', 'ตั้งแต่', 'เด็ก']",5,1
179,1,เขาก็ขับรถได้เหมือนกัน,เขาก็ขับรถได้เหมือนกัน,เขาก็ขับรถได้เหมือนกัน,"['เขา', 'ก็', 'ขับรถ', 'ได้', 'เหมือนกัน']",5,1
27,0,ภาษาไทยระดับสูง : สังคมไทย,ภาษาไทยระดับสูง : สังคมไทย,ภาษาไทยระดับสูง : สังคมไทย,"['ภาษาไทย', 'ระดับสูง', ' ', ':', ' ', 'สังคม', 'ไทย']",7,1
84,4,เขามีความสุขที่ครอบครัวอยู่ด้วยกัน,เขามีความสุขที่ครอบครัวอยู่ด้วยกัน,เขามีความสุขที่ครอบครัวอยู่ด้วยกัน,"['เขา', 'มีความสุข', 'ที่', 'ครอบครัว', 'อยู่', 'ด้วยกัน']",6,1
95,3,คนญี่ปุ่นทั่วไปพูดไม่ค่อยตรง,คนญี่ปุ่นทั่วไปไม่ค่อยพูดตรง,คนญี่ปุ่นทั่วไปตรง,"['คนญี่ปุ่น', 'ทั่วไป', 'พูด', 'ไม่ค่อย', 'ตรง']",5,0
230,10,เมื่อเขาไปเที่ยวที่หมู่บ้านของเพื่อน Xiong เจอยู่หญิงชื่อ(Paj) อยู่ ๆ สองคนก็ตกหลุมรัก,เมื่อเขาไปเที่ยวที่หมู่บ้านของเพื่อน Xiong ก็ได้เจอผู้หญิงชื่อ Paj ทั้งสองคนก็ตกหลุมรักกัน,เมื่อเขาไปเที่ยวที่หมู่บ้านของเพื่อน Xiong {=>ก็ได้:::Fluency}เจอ{ยู่หญิง=>ผู้หญิง:::Spelling}ชื่อ{(=> :::Punctuation}Paj{)=>:::Punctuation} {อยู่ ๆ=>:::Fluency}{ =>:::Punctuation}{=>ทั้ง:::Fluency}สองคนก็ตกหลุมรัก{=>กัน:::Fluency},"['เมื่อ', 'เขา', 'ไปเที่ยว', 'ที่', 'หมู่บ้าน', 'ของ', 'เพื่อน', ' ', 'Xiong', ' ', 'เจ', 'อยู่', 'หญิง', 'ชื่อ', '(Paj)', ' ', 'อยู่ ๆ', ' ', 'สอง', 'คน', 'ก็', 'ตกหลุมรัก']",22,0
254,6,คำสอนโยคะบอกว่าจักรวาลอยู่ในร่างกาย,คำสอนโยคะบอกว่า จักรวาลอยู่ในร่างกาย,คำสอนโยคะบอกว่า{=> :::Punctuation}จักรวาลอยู่ในร่างกาย,"['คำสอน', 'โยคะ', 'บอ', 'กว่า', 'จักรวาล', 'อยู่', 'ใน', 'ร่างกาย']",8,0
329,5,วันนี้ไม่ร้อนเลยเย็นสบายๆ,วันนี้ไม่ร้อนเลย เย็นสบาย,"วันนี้ไม่ร้อนเลย{=> :::Punctuation}เย็น{สบายๆ=>สบาย:::Fluency}
","['วันนี้', 'ไม่', 'ร้อน', 'เลย', 'เย็นสบาย', 'ๆ']",6,0
51,9,แม้รัฐบาลของแต่ละประเทศจะออกนโยบายรีไซเคิลเยอะขนาดไหน มันยังเป็นวิธีแก้ปัญหาปลายทาง ไม่ได้แก้ที่ต้นทาง,แม้รัฐบาลของแต่ละประเทศจะออกนโยบายรีไซเคิลเยอะขนาดไหน มันก็ยังเป็นวิธีแก้ปัญหาที่ปลายทาง ไม่ได้แก้ที่ต้นทาง,แม้รัฐบาลของแต่ละประเทศจะออกนโยบายรีไซเคิลเยอะขนาดไหน มัน{=>ก็:::Fluency}ยังเป็นวิธีแก้ปัญหา{=>ที่:::Grammar}ปลายทาง ไม่ได้แก้ที่ต้นทาง,"['แม้', 'รัฐบาล', 'ของ', 'แต่ละ', 'ประเทศ', 'จะ', 'ออก', 'นโยบาย', 'รีไซเคิล', 'เยอะ', 'ขนาด', 'ไหน', ' ', 'มัน', 'ยัง', 'เป็น', 'วิธี', 'แก้ปัญหา', 'ปลายทาง', ' ', 'ไม่', 'ได้', 'แก้', 'ที่', 'ต้นทาง']",25,0
295,6,การไปนวดร่างกายจะทำให้ฉันรู้สึกผ่อนคลาย,การได้ไปนวดทำให้ฉันรู้สึกผ่อนคลาย,การ{=>ได้:::Fluency}ไปนวด{ร่างกาย=>:::Fluency}{จะ=>:::Fluency}ทำให้ฉันรู้สึกผ่อนคลาย,"['การ', 'ไป', 'นวด', 'ร่างกาย', 'จะ', 'ทำให้', 'ฉัน', 'รู้สึก', 'ผ่อนคลาย']",9,0
82,3,ทำกาแฟ เฟรนช์เพรสไม่ยาก,การชงกาแฟแบบเฟรนช์เพรสทำไม่ยาก,{=>การ:::Grammar}{ทำกาแฟ=>ชงกาแฟ:::Fluency}{=>แบบ:::Fluency}{ =>:::Punctuation}เฟรนช์เพรส{ทำ=>:::Fluency}ไม่ยาก,"['ทำ', 'กาแฟ', ' ', 'เฟรนช์', 'เพรส', 'ไม่', 'ยาก']",7,0
275,3,วันเสาร์นี้ว่าง ผม จะไปซื้อที่จตุจักร,วันเสาร์นี้ผมว่าง ผมจะไปซื้อของที่จตุจักร,วันเสาร์นี้{=>ผม:::Fluency}ว่าง ผม{ =>:::Punctuation}จะไปซื้อ{=>ของ:::Fluency}ที่จตุจักร,"['วัน', 'เสาร์', 'นี้', 'ว่าง', ' ', 'ผม', ' ', 'จะ', 'ไป', 'ซื้อ', 'ที่', 'จตุจักร']",12,0
