writing_id,sentence_id,text,expected,annotation
216,2,ดังกล่าวที่เป็นศารเจ้าเขมรโบราณ,ดังกล่าวที่เป็นศาลเจ้าเขมรโบราณ,ดังกล่าวที่เป็น{ศารเจ้า=>ศาลเจ้า:::Spelling}เขมรโบราณ
216,3,ชาวบ้านเชื่อว่าลิงฝุงนี้เป็นศิษย์ของเจ้าพ่อ,ชาวบ้านเชื่อว่า ลิงฝูงนี้เป็นศิษย์ของเจ้าพ่อ,ชาวบ้านเชื่อว่า{=> :::Punctuation}ลิง{ฝุง=>ฝูง:::Selling}นี้เป็นศิษย์ของเจ้าพ่อ
216,4,พระกาฬ จึงลิงเป็นสิ่งศักดิ์สิทธิ์ของเมืองลพบุรี,พระกาฬ ลิงจึงเป็นสิ่งศักดิ์สิทธิ์ของเมืองลพบุรี,พระกาฬ {จึงลิง=>ลิงจีง:::Grammar}เป็นสิ่งศักดิ์สิทธิ์ของเมืองลพบุรี
216,5,ลิงทุกตัวเป็นสิ่งรบกวนด้วย,ลิงทุกตัวยังเป็นสิ่งรบกวนด้วย,ลิงทุกตัว{=>ยัง:::Fluency}เป็นสิ่งรบกวนด้วย
216,6,แต่ว่าชาวบ้านช่วยเหลื ให้อาหารลิงเป็นอย่างดีเรื่อยมา เทศกาลโต๊ะจีนลิงนี้ เป็นอีกหนึงในมาตร การ ส่งเสริมการท่องเที่ยว พ่อค้าและราชการ จัดขึนเทศการนี้เพื่อดึงดูดนักท่องเที่ยว ทั้งชาวไทยและชาวต่างชาติให้เดินทาง มาเยี่ยมลิงน่ารักและซุกซน,แต่ว่าชาวบ้านช่วยเหลือและให้อาหารลิงเป็นอย่างดีเรื่อยมา เทศกาลโต๊ะจีนลิงนี้ เป็นอีกหนึ่งในมาตรการส่งเสริมการท่องเที่ยว พ่อค้าและทางราชการจัดเทศกาลนี้ขึ้นเพื่อดึงดูดนักท่องเที่ยวทั้งชาวไทยและชาวต่างชาติให้เดินทางมาเยี่ยมชมลิงที่น่ารักและซุกซน,แต่ว่าชาวบ้าน{ช่วยเหลื=>ช่วยเหลือ:::Spelling}{ =>:::Punctuation}{=>และ:::Grammar}ให้อาหารลิงเป็นอย่างดีเรื่อยมา เทศกาลโต๊ะจีนลิงนี้ เป็นอีก{หนึง=>หนึ่ง:::Spelling}ในมาตร{ =>:::Punctuation}การ{ =>:::Punctuation}ส่งเสริมการท่องเที่ยว พ่อค้าและ{=>ทาง:::Fluency}ราชการ{ =>:::Punctuation}จัด{ขึ้นเทศกาลนี้=>เทศกาลนี้ขึ้น:::Grammar}เพื่อดึงดูดนักท่องเที่ยว{ =>:::Punctuation}ทั้งชาวไทยและชาวต่างชาติให้เดินทาง{ =>:::Punctuation}มา{เยี่ยม=>เยี่ยมชม:::Fluency}ลิง{=>ที่:::Grammar}น่ารักและซุกซน
216,7,กิจกรรมสำคัญมากที่สุดในเทศการดังกล่าว คือบัฟเฟ่ต์ขนาดใหญ่มากที่สวยงาม,กิจกรรมที่สำคัญมากที่สุดในเทศการดังกล่าวคือ บุฟเฟต์ที่ขนาดใหญ่มากและสวยงาม,กิจกรรม{=>ที่:::Grammar}สำคัญมากที่สุดใน{เทศการ=>เทศกาล:::Spelling}ดังกล่าว{ =>:::Punctuation}คือ{=> :::Punctuation}{บัฟเฟ่ต์=>บุฟเฟต์:::Spelling}{=>ที่:::Fluency}ขนาดใหญ่มาก{ที่=>และ:::Fluency}สวยงาม
216,8,นอกจากนี้ยังมีกิจกรรมอื่นๆ เช่นสาวเตันสวยๆ ในชุดพื้นเมือง,นอกจากนี้ยังมีกิจกรรมอื่น ๆ เช่น หญิงสาวเต้นรำอย่างสวยงามในชุดพื้นเมือง,นอกจากนี้ยังมีกิจกรรมอื่น{=> :::Punctuation}ๆ เช่น{=> :::Punctuation}{สาวเตันสวยๆ=>หญิงสาวเต้นรำอย่างสวยงาม:::Fluency}{ =>:::Punctuation}ในชุดพื้นเมือง
216,9,เราหวังว่าจะได้พบคุณ ในวันอาทิตย์สุดท้ายของเดือนพฤศจิกยน *คำว่า อาศย,เราหวังว่าจะได้พบคุณในวันอาทิตย์สุดท้ายของเดือนพฤศจิกายน *คำว่า อาศัย,เราหวังว่าจะได้พบคุณ{ =>:::Punctuation}ในวันอาทิตย์สุดท้ายของเดือน{พฤศจิกยน=>พฤศจิกายน:::Spelling} *คำว่า {อาศย=>อาศัย:::Spelling}
216,10,บรรทัดที่ 6,บรรทัดที่ 6,บรรทัดที่ 6
216,11,ผู้เขียนเขียนตัว ด มีขีดบน แทน,ผู้เขียนเขียนตัว ด มีขีดบนแทน,ผู้เขียนเขียนตัว ด มีขีดบน{ =>:::Punctuation}แทน
216,12,ศ,ศ,ศ
217,0,ทุกวันนี้ ประเทศไทย,ทุกวันนี้ ประเทศไทย,ทุกวันนี้ ประเทศไทย
217,1,มีหลากหลายปัญหาทำไห้,มีหลากหลายปัญหาทำให้,มีหลากหลายปัญหา{ทำไห้=>ทำให้:::Spelling}
217,2,สิ่งแวดล้อมของประเทศไทยไม่สะดวกและไม่ดี เช่น การจราจรติดขัด ขยะ น้ำท่วม ฯลฯ,สิ่งแวดล้อมของประเทศไทยไม่สะดวกและไม่ดี เช่น การจราจรติดขัด ขยะ น้ำท่วม ฯลฯ,สิ่งแวดล้อมของประเทศไทยไม่สะดวกและไม่ดี เช่น การจราจรติดขัด ขยะ น้ำท่วม ฯลฯ
217,3,ในสายตาของผม,ในสายตาของผม,ในสายตาของผม
217,4,ปัญหาของไทยที่ร้ายแรงที่สุดคือ น้ำท่วม เพราะว่า หลายคนในประเทศไทยได้รับผลกระทบจากน้ำท่วม ครั้งนี้ วิกฤตการ์น้ำท่วมครั้งใหญ่ ให้ภาพสะท้อน สังคมไทยหลายมิติ,ปัญหาที่ร้ายแรงที่สุดของไทยคือ น้ำท่วม เพราะว่าหลายคนในประเทศไทยได้รับผลกระทบจากน้ำท่วมครั้งนี้ วิกฤตการณ์น้ำท่วมครั้งใหญ่ได้ให้ภาพสะท้อนสังคมไทยในหลายมิติ,ปัญหา{ของไทย=>:::Fluency}ที่ร้ายแรงที่สุด{=>ของไทย:::Fluency}คือ น้ำท่วม เพราะว่า{ =>:::Punctuation}หลายคนในประเทศไทยได้รับผลกระทบจากน้ำท่วม{ =>:::Punctuation}ครั้งนี้ {วิกฤตการ์=>วิกฤตการณ์:::Spelling}น้ำท่วมครั้งใหญ่{ =>:::Punctuation}{=>ได้:::Fluency}ให้ภาพสะท้อน{ =>:::Punctuation}สังคมไทย{=>ใน:::Fluency}หลายมิติ
217,5,ถ้าน้ำท่วมร้านเเรงมาก ๆ คนที่ได้,ถ้าน้ำท่วมร้ายเเรงมาก ๆ คนที่ได้,ถ้าน้ำท่วม{ร้านเเรง=>ร้ายแรง:::Spelling}มาก ๆ คนที่ได้
217,6,รับผลกระทบจากน้ำท่วม,รับผลกระทบจากน้ำท่วม,รับผลกระทบจากน้ำท่วม
217,7,ที่อยู่อาศัยก็ลำบาก,ก็อยู่อาศัยได้ลำบาก,{=>ก็:::Fluency}{ที่อยู่อาศัย=>อยู่อาศัย:::Fluency}{ก็=>ได้:::Fluency}ลำบาก
217,8,ใช้รถใช้ถนนก็มีปัญหา,ใช้รถใช้ถนนก็มีปัญหา,ใช้รถใช้ถนนก็มีปัญหา
217,9,ทำมาหากินก็ลำบาก,ทำมาหากินก็ลำบาก,ทำมาหากินก็ลำบาก
217,10,สิ่งที่น่าวิตกอย่างยิ่งก็คือการปล่อยไห้วิกฤตศรัทธาต่อ ประเทศไทยเหนือวิกฤตเศรษฐกิจ ภาวะเศรษฐกิจตกต่ำได้สร้างผลกระทบต่อธุรกิประเทศไทย,สิ่งที่น่าวิตกอย่างยิ่งก็คือ การปล่อยให้วิกฤตศรัทธาที่มีต่อประเทศไทยอยู่เหนือวิกฤตทางเศรษฐกิจ ภาวะเศรษฐกิจตกต่ำได้สร้างผลกระทบต่อธุรกิจในประเทศไทย,สิ่งที่น่าวิตกอย่างยิ่งก็คือ{=> :::Punctuation}การปล่อย{ไห้=>ให้:::Spelling}วิกฤตศรัทธา{=>ที่มี:::Fluency}ต่อ{ =>:::Punctuation}ประเทศไทย{=>อยู่:::Grammar}เหนือวิกฤต{=>ทาง:::Fluency}เศรษฐกิจ ภาวะเศรษฐกิจตกต่ำได้สร้างผลกระทบต่อ{ธุรกิ=>ธุรกิจ:::Spelling}{=>ใน:::Grammar}ประเทศไทย
217,11,อย่างมาก,อย่างมาก,อย่างมาก
217,12,ถ้าอยากแก้ปัญหานี้,ถ้าอยากแก้ปัญหานี้,ถ้าอยากแก้ปัญหานี้
217,13,ต้องมีนโยบายสร้าง โครงสร้างพื้นฐานที่ดี ๆ,ต้องมีนโยบายในการสร้างโครงสร้างพื้นฐานที่ดี ๆ,ต้องมีนโยบาย{=>ในการ:::Fluency}สร้าง{ =>:::Punctuation}โครงสร้างพื้นฐานที่ดี ๆ
217,14,อีกทั้งยังจะประเทศไทย,อีกทั้งในประเทศไทย,อีกทั้ง{ยังจะ=>ใน:::Grammar}ประเทศไทย
217,15,นอกจากจะพัฒนากรุงเทพฯ,นอกจากจะพัฒนากรุงเทพฯ,นอกจากจะพัฒนากรุงเทพฯ
217,16,แล้วยังพัฒนาจังหวัดอื่น ๆ,แล้ว ยังต้องพัฒนาจังหวัดอื่น ๆ ด้วย,แล้ว{=> :::Punctuation}ยัง{=>ต้อง:::Fluency}พัฒนาจังหวัดอื่น ๆ{=> :::Punctuation}{=>ด้วย:::Fluency}
217,17,อย่างไรก็ตามกันไว้ดีกว่าแก้ตลอดเวลา,อย่างไรก็ตาม กันไว้ดีกว่าแก้เสมอ,อย่างไรก็ตาม{=> :::Punctuation}กันไว้ดีกว่าแก้{ตลอดเวลา=>เสมอ:::Fluency}
217,18,ทุกคนต้องรับ,ทุกคนควรจะต้องได้รับ,ทุกคน{=>ควรจะ:::Fluency}ต้อง{รับ=>ได้รับ:::Fluency}
217,19,การศึกษาเกี่ยวกับน้ำท่วม,การศึกษาเกี่ยวกับน้ำท่วม,การศึกษาเกี่ยวกับน้ำท่วม
217,20,เวลาน้ำท่วมเกิดขึ้นก็จะได้,เวลาน้ำท่วมเกิดขึ้นก็จะได้,เวลาน้ำท่วมเกิดขึ้นก็จะได้
217,21,รู้ว่าทำไมมีน้ำท่วม กันไว้ยังไงและแก้ยังไง,รู้ว่า ทำไมถึงมีน้ำท่วม ป้องกันได้อย่างไร และแก้ไขอย่างไร,รู้ว่า{=> :::Punctuation}ทำไม{=>ถึง:::Fluency}มีน้ำท่วม {กัน=>ป้องกัน:::Fluency}{ไว้ยังไง=>ได้อย่างไร:::Fluency}{=> :::Punctuation}และ{แก้=>แก้ไข:::Fluency}{ยังไง=>อย่างไร:::Fluency}
218,0,เทศกาลเจเป็นวันที่กินเจ หรือเจียจ่าย ระยะเวลา ของเทศกาลเจ,เทศกาลกินเจ เป็นวันที่กินเจหรือเจี๊ยะฉ่าย ระยะเวลาของเทศกาลกินเจ,{เทศกาลเจ=>เทศกาลกินเจ:::Fluency}{=> :::Punctuation}เป็นวันที่กินเจ{ =>:::Punctuation}หรือ{เจียจ่าย=>เจี๊ยะฉ่าย:::Spelling} ระยะเวลา{ =>:::Punctuation}ของ{เทศกาลเจ=>เทศกาลกินเจ:::Fluency}
218,1,มี ๙ วัน ๙ คืน จาก วันที่ ๐๑ กันยายน ถึงวันที่ ๙ ของ ปฏิทินจีน,คือ ๙ วัน ๙ คืน จากวันที่ ๑ กันยายน ถึงวันที่ ๙ ของปฏิทินจีน,{มี=>คือ:::Fluency} ๙ วัน ๙ คืน จาก{ =>:::Punctuation}วันที่ {๐๑=>๑:::Fluency} กันยายน ถึงวันที่ ๙ ของ{ =>:::Punctuation}ปฏิทินจีน
218,2,อีกทั้งช่วงเวลาเทศกาลเจเป็นวันเกิด ของเทพเจ้าของศาสนาเต๋า ก็เลยในอดีตเทศกาลเจเป็นงานพิธี เพื่อฉลองวันเกิดเทพเจ้าจีน แต่ในปัจจุบันนี้ นอกจาก ประเทศจีนจะมีเทศกาลนี้,อีกทั้งช่วงเวลาของเทศกาลกินเจยังเป็นวันเกิดของเทพเจ้าของศาสนาเต๋า ในอดีตเทศกาลเจก็เลยเป็นงานพิธีเพื่อฉลองวันเกิดของเทพเจ้าจีน แต่ในปัจจุบันนี้ นอกจากประเทศจีนจะมีเทศกาลนี้แล้ว,อีกทั้งช่วงเวลา{=>ของ:::Fluency}{เทศกาลเจ=>เทศกาลกินเจ:::Fluency}{=>ยัง:::Fluency}เป็นวันเกิด{ =>:::Punctuation}ของเทพเจ้าของศาสนาเต๋า {ก็เลยในอดีตเทศกาลเจ=>ในอดีตเทศกาลเจก็เลย:::Grammar}เป็นงานพิธี{ =>:::Punctuation}เพื่อฉลองวันเกิด{=>ของ:::Fluency}เทพเจ้าจีน แต่ในปัจจุบันนี้ นอกจาก{ =>:::Punctuation}ประเทศจีนจะมีเทศกาลนี้{=>แล้ว:::Fluency}
218,3,ประเทศที่ได้รับอิทธิพลจากประเทศจีน,ประเทศที่ได้รับอิทธิพลจากประเทศจีน,ประเทศที่ได้รับอิทธิพลจากประเทศจีน
218,4,ยังมีเทศกาลนี้อีกด้วย,ยังมีเทศกาลนี้อีกด้วย,ยังมีเทศกาลนี้อีกด้วย
218,5,เวลา ๐๙ วันคนที่เข้างานเทศกาลจะ รับประทานอาหารไร้เนื้อสัตว์และผักฉุน เช่นกระเทียม หัวหอม หลักเกียว ฯลฯ,ตลอดระยะเวลา ๙ วัน คนที่เข้าร่วมงานเทศกาลจะรับประทานอาหารไร้เนื้อสัตว์และผักฉุน เช่น กระเทียม หัวหอม หลักเกียว ฯลฯ,{=>ตลอดระยะ:::Fluency}เวลา {๐๙=>๙:::Fluency} วัน{=> :::Punctuation}คนที่{เข้า=>เข้าร่วม::Fluency}งานเทศกาลจะ{ =>:::Punctuation}รับประทานอาหารไร้เนื้อสัตว์และผักฉุน เช่น{ =>:::Punctuation}กระเทียม หัวหอม หลักเกียว ฯลฯ
218,6,เทศกาลไหว้พระจันทร์เป็นเทศกาลของประเทศจีน,เทศกาลไหว้พระจันทร์เป็นเทศกาลของประเทศจีน,เทศกาลไหว้พระจันทร์เป็นเทศกาลของประเทศจีน
218,7,ระยะเวลาของเทศกาลไหว้พระจันเป็นวันที่ ๑๕ สิงหาคม ประเทศที่ได้รับวัฒนธรรมจีนจะมีเทศกาลนี้ เช่น ญี่ปุ่น เกาหลี ไต้หวัน ประเทศไทย ฯลฯ,ระยะเวลาของเทศกาลไหว้พระจันทร์ตรงกับวันที่ ๑๕ สิงหาคม ประเทศที่ได้รับวัฒนธรรมจีนจะมีเทศกาลนี้ เช่น ญี่ปุ่น เกาหลี ไต้หวัน ประเทศไทย ฯลฯ,ระยะเวลาของเทศกาลไหว้{พระจัน=>พระจันทร์:::Spelling}{เป็น=>ตรงกับ:::Fluency}วันที่ ๑๕ สิงหาคม ประเทศที่ได้รับวัฒนธรรมจีนจะมีเทศกาลนี้ เช่น ญี่ปุ่น เกาหลี ไต้หวัน ประเทศไทย ฯลฯ
218,8,วันเทศกาล,วันเทศกาล,วันเทศกาล
218,9,ไหว้พระจันทร์,ไหว้พระจันทร์,ไหว้พระจันทร์
218,10,คนจะกินขนมไหว้พระจันทร์และดูพระจันทร์ เพราะว่า วันที่ ๑๕ สิงหาคมพระจันทร์ใหญ่และสวย,คนจะกินขนมไหว้พระจันทร์และดูพระจันทร์ เพราะว่าวันที่ ๑๕ สิงหาคม พระจันทร์จะใหญ่และสวย,คนจะกินขนมไหว้พระจันทร์และดูพระจันทร์ เพราะว่า{ =>:::Punctuation}วันที่ ๑๕ สิงหาคม{=> :::Punctuation}พระจันทร์{=>จะ:::Fluency}ใหญ่และสวย
218,11,นอกเหนือจากนี้แล้ว,นอกเหนือจากนี้แล้ว,นอกเหนือจากนี้แล้ว
218,12,ขนมไหว้พระจันทร์เป็นขนมสำหรับ สังเวยบูชาพระจันทร์ วันเทศกาลไหว้พระจันทร์คนจีน จะเชิญเพื่อนและครอบครัวอยู่ด้วยกัน,ขนมไหว้พระจันทร์ก็เป็นขนมสำหรับสังเวยบูชาพระจันทร์ วันเทศกาลไหว้พระจันทร์ คนจีนจะเชิญเพื่อนและครอบครัวมาอยู่ด้วยกัน,ขนมไหว้พระจันทร์{=>ก็:::Fluency}เป็นขนมสำหรับ{ =>:::Punctuation}สังเวยบูชาพระจันทร์ วันเทศกาลไหว้พระจันทร์{=> :::Punctuation}คนจีน{ =>:::Punctuation}จะเชิญเพื่อนและครอบครัว{=>มา:::Grammar}อยู่ด้วยกัน
218,13,กินขนมไหว้พระจันทร์ และดูพระจันทร์,กินขนมไหว้พระจันทร์ และดูพระจันทร์กัน,กินขนมไหว้พระจันทร์ และดูพระจันทร์{=>กัน:::Fluency}
219,0,เรื่อง ความรู้ทั่วไปเกี่ยวกับเมืองฮ่องกง เมืองฮ่องกงตั้งอยู่ในภาคใต้ของจีนถึงปี1997เป็นอาณานิคม ของอังกฤษทำให้มีระบบกันปกครองแบบเขตตามอังกฤษ,เรื่อง ความรู้ทั่วไปเกี่ยวกับเมืองฮ่องกง เมืองฮ่องกงตั้งอยู่ในภาคใต้ของจีน จนถึงปี 1997 ฮ่องกงเป็นอาณานิคมของอังกฤษ ทำให้มีระบบการปกครองแบบเขตตามแบบอังกฤษ,เรื่อง ความรู้ทั่วไปเกี่ยวกับเมืองฮ่องกง เมืองฮ่องกงตั้งอยู่ในภาคใต้ของจีน{=> :::Punctuation}{=>จน:::Fluency}ถึงปี{=> :::Punctuation}1997{=> :::Punctuation}{=>ฮ่องกง:::Fluency}เป็นอาณานิคม{ =>:::Punctuation}ของอังกฤษ{=> :::Punctuation}ทำให้มีระบบ{กันปกครอง=>การปกครอง:::Spelling}แบบเขตตาม{=>แบบ:::Fluency}อังกฤษ
219,1,ตั้งแต่วันที่ 1 กรกฎาคม ปี1997 ฮ่องกงรวมเข้ากับประเทศจีนอย่างไรก็ตาม,ตั้งแต่วันที่ 1 กรกฎาคม ปี 1997 ฮ่องกงก็รวมเข้ากับประเทศจีน อย่างไรก็ตาม,ตั้งแต่วันที่ 1 กรกฎาคม ปี{=> :::Punctuation}1997 ฮ่องกง{=>ก็:::Fluency}รวมเข้ากับประเทศจีน{=> :::Punctuation}อย่างไรก็ตาม
219,2,ตามที่สัญญา,ตามสัญญา,ตาม{ที่=>:::Grammar}สัญญา
219,3,หนึ่งประเทศสองระบบ,หนึ่งประเทศสองระบบ,หนึ่งประเทศสองระบบ
219,4,ส่งผลให้ยังมีพรมแดนกับประเทศจีน ทางทิศเหนือ ติดเมืองเซินเจิ้นในประเทศจีน,ส่งผลให้ยังมีพรมแดนกับประเทศจีน ทางทิศเหนือติดเมืองเซินเจิ้นในประเทศจีน,ส่งผลให้ยังมีพรมแดนกับประเทศจีน ทางทิศเหนือ{ =>:::Punctuation}ติดเมืองเซินเจิ้นในประเทศจีน
219,5,อาณาเขตนี้ส่วนใหญ่,อาณาเขตนี้ส่วนใหญ่,อาณาเขตนี้ส่วนใหญ่
219,6,เป็นแม่น้ำ เทือกเขา และนาที่ปลูกหญ้า และเลี้ยงกุ้งเพื่อเป็นอาหาร,เป็นแม่น้ำ เทือกเขา และนาที่ปลูกหญ้าและเลี้ยงกุ้งเพื่อเป็นอาหาร,เป็นแม่น้ำ เทือกเขา และนาที่ปลูกหญ้า{ =>:::Punctuation}และเลี้ยงกุ้งเพื่อเป็นอาหาร
219,7,สำหรับ นกที่อพยพจากภาคเหนือถึงภาคใต้ ทิศใต้ติดกับทะเลจีนใต้ เมืองฮ่องกงมีพื้นที่ทั้งหมดประมาณ 1.096 ตารางกิโลเมตร และ แบ่งพื้นที่ออกเป็น สาม ภาค คือ เกาะฮ่อง (80.30ตร.กม) คาบสมุทรเกาลูน (46.71ตร.กม) เขตดินแดนใหม่และเกาะอื่นๆ (969.62ตร.กม) ทั้งหมดมีประมาณ 260 เกาะ แต่ส่วนใหญ่ไม่มี คนอาศัยอยู่,สำหรับนกที่อพยพจากภาคเหนือไปถึงภาคใต้ ทิศใต้ติดกับทะเลจีนใต้ เมืองฮ่องกงมีพื้นที่ทั้งหมดประมาณ 1.096 ตารางกิโลเมตร และแบ่งพื้นที่ออกเป็นสามภาค คือ เกาะฮ่องกง (80.30 ตร.กม.) คาบสมุทรเกาลูน (46.71ตร.กม.) เขตดินแดนใหม่และเกาะอื่น ๆ (969.62 ตร.กม.) ทั้งหมดมีประมาณ 260 เกาะ แต่ส่วนใหญ่ไม่มีคนอาศัยอยู่,สำหรับ{ =>:::Punctuation}นกที่อพยพจากภาคเหนือ{=>ไป:::Fluency}ถึงภาคใต้ ทิศใต้ติดกับทะเลจีนใต้ เมืองฮ่องกงมีพื้นที่ทั้งหมดประมาณ 1.096 ตารางกิโลเมตร และ{ =>:::Punctuation}แบ่งพื้นที่ออกเป็น{ =>:::Punctuation}สาม{ =>:::Punctuation}ภาค คือ {เกาะฮ่อง=>เกาะฮ่องกง:::Spelling} (80.30{=> :::Punctuation}ตร.กม{=>.:::Punctuation}) คาบสมุทรเกาลูน (46.71{=> :::Punctuation}ตร.กม{=>.:::Punctuation}) เขตดินแดนใหม่และเกาะอื่น{=> :::Punctuation}ๆ (969.62{=> :::Punctuation}ตร.กม{=>.:::Punctuation}) ทั้งหมดมีประมาณ 260 เกาะ แต่ส่วนใหญ่ไม่มี{ =>:::Punctuation}คนอาศัยอยู่
219,8,เกาะลันเตาเป็นเกาะใหญ่ที่สุด แต่ส่วนใหญ่ ยังเป็นพื้นที่ของอุทยาน,เกาะลันเตาเป็นเกาะใหญ่ที่สุด แต่ส่วนใหญ่ยังเป็นพื้นที่ของอุทยาน,เกาะลันเตาเป็นเกาะใหญ่ที่สุด แต่ส่วนใหญ่{ =>:::Punctuation}ยังเป็นพื้นที่ของอุทยาน
219,9,นอกจากแสงไฟสวยงาม และ จำนวนมากมีตึกสูงๆ,นอกจากแสงไฟสวยงามและมีตึกสูงๆ จำนวนมาก,นอกจากแสงไฟสวยงาม{ =>:::Punctuation}และ{ =>:::Punctuation}{จำนวนมากมีตึกสูงๆ=>มีตึกสูงๆ จำนวนมาก:::Grammar}
219,10,คนฮ่องกงพยายามปกป้อง ธรรมชาติ ถึงแม้ว่าพื้นที่ไม่พอสร้างตึก,คนฮ่องกงก็พยายามรักษาธรรมชาติ ถึงแม้ว่าพื้นที่จะไม่พอสร้างตึก,คนฮ่องกง{=>ก็:::Fluency}พยายามปกป้อง{ =>:::Punctuation}ธรรมชาติ ถึงแม้ว่าพื้นที่{=>จะ:::Fluency}ไม่
219,11,แต่ยังห้ามพัฒนาที่ดินบริเวณ อุทยานขึ่งไม่ต้องสร้าง ตึกและถนนในอุทยานทางแผ่นดิน 23 แห่ง อุทยานทางทะเล 6 แห่ง และ เขตอนุรักษ์ธรรมชาติที่ให้นกพักเลลาอพยพจากภาค เหนือไปประเทศที่ตั้งอยู่ในภาคใต้เอเชีย เพื่อที่จะแก้ปัญหา เกี่ยวกับพื้นที่ไม่พอ,พอสร้างตึก แต่ก็ยังห้ามพัฒนาที่ดินบริเวณอุทยานอยู่ ซึ่งต้องไม่สร้างตึกและถนนในอุทยานทางแผ่นดิน 23 แห่ง อุทยานทางทะเล 6 แห่ง และเขตอนุรักษ์ธรรมชาติที่ให้นกพักเวลาอพยพจากภาคเหนือไปประเทศที่ตั้งอยู่ในภาคใต้ของเอเชีย เพื่อที่จะแก้ปัญหาเกี่ยวกับพื้นที่ที่ไม่พอ,พอสร้างตึก แต่{=>ก็:::Fluency}ยังห้ามพัฒนาที่ดินบริเวณ{ =>:::Punctuation}อุทยาน{=>อยู่:::Fluency}{=> :::Punctuation}{ขึ่ง=>ซึ่ง:::Spelling}{ไม่ต้อง=>ต้องไม่:::Grammar}สร้าง{ =>:::Punctuation}ตึกและถนนในอุทยานทางแผ่นดิน 23 แห่ง อุทยานทางทะเล 6 แห่ง และ{ =>:::Punctuation}เขตอนุรักษ์ธรรมชาติที่ให้นกพัก{เลลา=>เวลา:::Spelling}อพยพจากภาค{ =>:::Punctuation}เหนือไปประเทศที่ตั้งอยู่ในภาคใต้{=>ของ:::Fluency}เอเชีย เพื่อที่จะแก้ปัญหา{ =>:::Punctuation}เกี่ยวกับพื้นที่ไม่พอ
219,12,ตั้งแต่ปี1913 รัฐบาลขยาย,ตั้งแต่ปี 1913 รัฐบาลได้ขยาย,ตั้งแต่ปี{=> :::Punctuation}1913 รัฐบาล{=>ได้:::Fluency}ขยาย
219,13,เขตใหม่,เขตใหม่,เขตใหม่
219,14,ในขนบททำให้ตอนนี้มี 19 อำเภอที่ใช้ระบบรถไฟใต้ดิน ติดต่อกัน โดยทั่วไปฮ่องกงมี ๔ ฤดูกาล เช่น เดือนมีนาคมถึงกลาง ๆ เดือน พฤษ-าคม เป็นฤดูใบไม้ผลิ,ในชนบท ทำให้ตอนนี้มี 19 อำเภอที่ใช้ระบบรถไฟใต้ดินติดต่อกัน โดยปกติ ฮ่องกงมี ๔ ฤดูกาล เช่น เดือนมีนาคมถึงกลาง ๆ เดือนพฤษภาคมเป็นฤดูใบไม้ผลิ,ใน{ขนบท=>ชนบท:::Spelling}{=> :::Punctuation}ทำให้ตอนนี้มี 19 อำเภอที่ใช้ระบบรถไฟใต้ดิน{ =>:::Punctuation}ติดต่อกัน โดย{ทั่วไป=>ปกติ:::Fluency}{=> :::Punctuation}ฮ่องกงมี ๔ ฤดูกาล เช่น เดือนมีนาคมถึงกลาง ๆ เดือน{ =>:::Punctuation}{พฤษ-าคม=>พฤษภาคม:::Spelling}{ =>:::Punctuation}เป็นฤดูใบไม้ผลิ
219,15,อุณหภูมิประมาณ 20 องศา,อุณหภูมิประมาณ 20 องศาเซลเซียส,อุณหภูมิประมาณ 20 {องศา=>องศาเซลเซียส::Fluency}
219,16,ฝนตกบ่อย ๆ ทำให้รู้สึกชุ่มชื้น,ฝนตกบ่อย ทำให้รู้สึกชุ่มชื่น,ฝนตก{บ่อย ๆ=>บ่อย:::Fluency} ทำให้รู้สึกชุ่มชื้น
219,17,ทุกที่ดอกไม้บาน ปลายเดือน พฤษภาคม ถึงกลางกันยายนเป็ฯฤดูร้อน,ทุกที่มีดอกไม้บาน ปลายเดือนพฤษภาคมถึงกลางกันยายนเป็นฤดูร้อน,ทุกที่{=>มี:::Fluency}ดอกไม้บาน ปลายเดือน{ =>:::Punctuation}พฤษภาคม{ =>:::Punctuation}ถึงกลางกันยายน{เป็ฯ=>เป็น:::Spelling}ฤดูร้อน
219,18,อุณหภูมิสูงสุด,อุณหภูมิสูงสุด,อุณหภูมิสูงสุด
219,19,ประมาณ 37 องศา,ประมาณ 37 องศาเซลเซียส,ประมาณ 37 {องศา=>องศาเซลเซียส::Fluency}
219,20,และบางทีลงไต้ฝุ่นพัดมาตรง ๆ ทำให้ ต้องหยุดไปทงานและเรียน,และบางทีลมไต้ฝุ่นพัดมาตรง ๆ ทำให้ต้องหยุดไปทำงานและหยุดไปเรียน,และบางทีลงไต้ฝุ่นพัดมาตรง ๆ ทำให้{ =>:::Punctuation}ต้องหยุดไป{ทงาน=>ทำงาน:::Spelling}และ{=>หยุดไป:::Fluency}เรียน
219,21,ปลายเดือนกันยายนถึง ต้นธันวาคม เป็นฤดูใบไม้ร่วง และอากศพอดี ๆ และฝนไม่,ปลายเดือนกันยายนถึงต้นธันวาคมเป็นฤดูใบไม้ร่วง อากาศพอดี ๆ และฝนไม่,ปลายเดือนกันยายนถึง{ =>:::Punctuation}ต้นธันวาคม{ =>:::Punctuation}เป็นฤดูใบไม้ร่วง {และ=>:::Grammar}{อากศ=>อากาศ:::Spelling}พอดี ๆ และฝนไม่
219,22,ค่อยตก,ค่อยตก,ค่อยตก
